,smiles,source,MW,standard_smiles
1746,CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O,Food,278.4296,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O
1747,OC1=CC(O)=C2C=C(O)C(=[O+]C2=C1)C1=CC(O)=C(O)C(O)=C1,Food,303.2436,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1
1748,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,Food,222.2387,O=c1cc(-c2ccccc2)oc2ccccc12
1752,C\C(\C=C\C=C(/C)\C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C,Food,600.884,CC(/C=C/C=C(C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C
1754,CC(C)=CCC\C(C)=C\CC\C(C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)CCC=C(C)C,Food,538.8885,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C
1756,OCC1=CC=CC=C1,Food,108.1378,OCc1ccccc1
1764,[H][C@]1(CC2=C(O)C=C(O)C=C2O[C@]1([H])C1=CC(O)=C(O)C(O)=C1)OC(=O)C1=CC(O)=C(O)C(O)=C1,Food,458.3717,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
1765,C\C(\C=C\C=C(/C)\C=C\C1=C(C)C(=O)CCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C(=O)CCC1(C)C,Food,564.854,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O
1769,O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@@H]1O)C(O)=O,Food,354.3087,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O
1771,COC1=C(O)C(O)=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O,Food,317.2702,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(O)c1O
1778,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,Food,504.4371,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
1779,OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,Food,270.24,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
1780,[H][C@@]12C[C@@]3([H])[C@]4([H])CC[C@]([H])([C@@](C)(O)[C@@]5([H])CC(C)=C(C)C(=O)O5)[C@@]4(C)CC[C@]3([H])[C@@]3(C)C(=O)C=C[C@H](O)C13O2,Food,470.5977,CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@H]2CC[C@H]3[C@@H]4C[C@H]5OC56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1
1786,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,Food,568.886,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
1788,[H][C@]12CC[C@H](C)CN1[C@@]1([H])C[C@@]3([H])[C@]4([H])CC=C5C[C@@H](O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@@H]2C,Food,397.6364,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]34C)N2C1
1790,CC(O)C(C)=O,Food,88.1051,CC(=O)C(C)O
1792,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Food,610.5175,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
1794,C[C@@H](O[C@H]1[C@@H](N)[C@H](O)O[C@H](CO)[C@H]1O)C(O)=O,Biological,251.2338,C[C@@H](O[C@H]1[C@@H](N)[C@H](O)O[C@H](CO)[C@H]1O)C(=O)O
1795,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](OC[C@H]3O[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]4CO)[C@H](O)[C@@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,Biological,828.7183,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](OC[C@H]3O[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]4CO)[C@H](O)[C@@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
1798,COC1=CC=C(C=C1O)[C@@H]1CC(=O)C2=C(O1)C=C(OC1O[C@H](CO[C@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H](O)[C@H]1O)C=C2O,Food,610.5606,COc1ccc([C@@H]2CC(=O)c3c(O)cc(OC4O[C@H](CO[C@H]5O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O
1804,OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1,Food,274.2687,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
1805,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,Food,254.241,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12
1808,OC(=O)C1=CNC2=CC=CC=C12,Food,161.1574,O=C(O)c1c[nH]c2ccccc12
1822,N[C@H](CCC(O)=O)C(O)=O,Food,147.1293,N[C@H](CCC(=O)O)C(=O)O
1827,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Food,156.269,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
1850,COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC,Biological,336.3612,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
1857,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Food,284.3927,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
1863,O=C\C=C\C1=CC=CC=C1,Food,132.1592,O=C/C=C/c1ccccc1
1868,CC(=C)[C@@H]1CC=C(C)[C@@H](O)C1,Food,152.2334,C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1
1892,OC[C@H]1O[C@@H](OC2=C(CO)C=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,Biological,286.2778,OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
1896,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,Food,450.6957,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O
1902,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,Biological,303.3529,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
1910,NC(=C)C(O)=O,Food,87.0773,C=C(N)C(=O)O
1911,[Hg++],Food,200.59,[Hg+2]
1914,CC(=C)C1CCC(CO)=CC1,Food,152.237,C=C(C)C1CC=C(CO)CC1
1915,[Cd++],Food,112.411,[Cd+2]
1917,[Sr++],Food,87.62,[Sr+2]
1919,[H]C(=O)C1=CCC(CC1)C(C)=C,Food,150.221,C=C(C)C1CC=C(C=O)CC1
1934,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,Food,228.247,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
1986,C[C@]12CCC3C(CCC4=C(O)C(=O)CC[C@]34C)C1CC[C@@H]2O,Food,304.4238,C[C@]12CCC(=O)C(O)=C1CCC1C2CC[C@@]2(C)C1CC[C@@H]2O
2003,[H][C@]1(CCC(C)=CC1)C(C)(C)O,Food,154.2493,CC1=CC[C@H](C(C)(C)O)CC1
2023,CCCCCCCCC(C)CCCCCCCCC(O)=O,Food,298.5038,CCCCCCCCC(C)CCCCCCCCC(=O)O
2034,[Sb+3],Food,121.76,[Sb+3]
2049,CO[C@@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](OC)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,Food,0.0,CO[C@@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](OC)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
2090,CC(=C)[C@H]1CCC(C)=CC1,Food,136.234,C=C(C)[C@@H]1CC=C(C)CC1
2098,CN(C)CCC1=CC=C(O)C=C1,Food,165.2322,CN(C)CCc1ccc(O)cc1
2100,CNCCC1=CNC2=CC=CC=C12,Biological,174.2423,CNCCc1c[nH]c2ccccc12
2104,OCCNCCO,Synthetic,105.1356,OCCNCCO
2107,C[C@@]12CC[C@@H](CC1)C(C)(C)O2,Food,154.2493,CC1(C)O[C@]2(C)CC[C@H]1CC2
2108,C1N[C@@H](CC=C1)C1=CN=CC=C1,Food,160.2157,C1=CC[C@@H](c2cccnc2)NC1
2122,[H][C@@]12CC[C@@](O)(CC)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],Food,312.4458,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC
2123,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](C)CC2=CC(=O)CC[C@]12C,Food,316.4776,C[C@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@H]12
2124,[Pb++],Food,207.2,[Pb+2]
2126,[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C(C=O)=C[C@]12C,Food,344.4446,C[C@]12C=C(C=O)C(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@@]2(C)[C@H]1CC[C@]2(C)O
2127,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(Cl)C(=O)C=C[C@]12C,Food,334.88,C[C@]12C=CC(=O)C(Cl)=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
2313,NCCCC[C@H](NC(=O)[C@@H](N)CC(O)=O)C(O)=O,Food,261.275,NCCCC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)O
2316,CCOC(=O)C1=CC=C(N)C=C1,Synthetic,165.1891,CCOC(=O)c1ccc(N)cc1
2317,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Food,299.3642,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
2322,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,Environmental,558.6398,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
2323,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC,Food,418.5662,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
2330,NCC1(CC(O)=O)CCCCC1,Environmental,171.2368,NCC1(CC(=O)O)CCCCC1
2331,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,Environmental,277.4018,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
2348,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,Environmental,324.3919,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
2351,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,Food,448.385,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
2521,COC1=C(O)C=C2OC=C(C(=O)C2=C1)C1=CC=C(O)C=C1,Food,284.267,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O
2522,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,Food,302.2788,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O
2523,CCCCCC(O)CC(=O)CCC1=CC=C(O)C(OC)=C1,Food,294.3859,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1
2524,OCCC1=CC=C(O)C(O)=C1,Food,154.1632,OCCc1ccc(O)c(O)c1
2525,OCC1=CNC2=C1C=CC=C2,Food,147.1739,OCc1c[nH]c2ccccc12
2526,O[C@@H]1CC2=C(O[C@@H]1C1=CC3=C(C(O)=C(O)C(=C3)[C@H]3OC4=C(C[C@H]3OC(=O)C3=CC(O)=C(O)C(O)=C3)C(O)=CC(O)=C4)C(=O)C(O)=C1)C=C(O)C=C2O,Food,716.5979,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc2cc([C@H]3Oc4cc(O)cc(O)c4C[C@H]3O)cc(O)c(=O)c2c(O)c1O)c1cc(O)c(O)c(O)c1
2527,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C2=C(O)C(=O)C=C(C=C12)[C@H]1OC2=C(C[C@H]1O)C(O)=CC(O)=C2,Food,564.4937,O=c1cc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc2c([C@H]3Oc4cc(O)cc(O)c4C[C@H]3O)cc(O)c(O)c2c1O
2529,CS(=O)CCCCN=C=S,Food,177.288,CS(=O)CCCCN=C=S
2530,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1,Food,302.2357,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
2532,CC1=C(C=O)C(C)(C)C[C@@H](C1)O[C@@H]1O[C@H](CO)C(O)[C@H](O)C1O,Food,330.3734,CC1=C(C=O)C(C)(C)C[C@H](O[C@@H]2O[C@H](CO)C(O)[C@H](O)C2O)C1
2533,OC1=CC=CC(O)=C1C(=O)CCCCCCCCC1=CC(O)=C(O)C=C1,Food,358.4281,O=C(CCCCCCCCc1ccc(O)c(O)c1)c1c(O)cccc1O
2534,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Food,594.522,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
2535,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1,Food,286.2363,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
2536,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,Food,286.2363,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
2537,COC1=CC(\C=C\C)=CC=C1O,Food,164.2011,C/C=C/c1ccc(O)c(OC)c1
2538,CC(C)C1=CC=C(C)C=C1,Food,134.222,Cc1ccc(C(C)C)cc1
2539,CC(C)C1=CCC(C)=CC1,Food,136.238,CC1=CCC(C(C)C)=CC1
2540,OC(=O)C1=CC(O)=C(O)C(O)=C1,Food,170.12,O=C(O)c1cc(O)c(O)c(O)c1
2541,COC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,Food,268.268,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1
2542,COC1=CC(CC=C)=CC=C1O,Food,164.2011,C=CCc1ccc(O)c(OC)c1
2544,[H][C@]1(CC(=O)C2=C(C1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](O)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O)C1=CC=C(O)C(O)=C1,Food,596.534,O=C1C[C@@H](c2ccc(O)c(O)c2)Cc2cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](O)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21
2545,CC(C)=CCC\C(C)=C/CO,Food,154.253,CC(C)=CCC/C(C)=C\CO
2546,[H][C@@]12CC[C@H](OC(=O)CCCCCC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Food,400.594,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
2589,[H][C@@]12CC[C@@](O)(CC)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Food,316.4776,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
2590,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,Food,318.4504,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
2612,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,Biological,180.1559,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
2722,CC(O)(C(CC(O)=O)C(O)=O)C(O)=O,Biological,206.1501,CC(O)(C(=O)O)C(CC(=O)O)C(=O)O
2724,CC(C)CC=O,Food,86.1323,CC(C)CC=O
7025,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCC,Food,451.5344,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7026,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCC,Food,479.5876,CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7027,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,Food,479.5876,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7028,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,Food,477.5717,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7029,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,Food,475.5558,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7030,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,Food,475.5558,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7031,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,Food,473.54,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7032,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCC,Food,509.6566,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7033,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,Food,507.6408,CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7034,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC,Food,505.6249,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7035,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/C\C=C/C\C=C/CC,Food,503.609,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7036,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,Food,503.609,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7037,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC,Food,503.609,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7038,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,Food,501.5931,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7039,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,Food,501.5931,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7040,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,Food,499.5772,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7041,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCCCC,Food,537.7098,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7042,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,Food,535.6939,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7043,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC,Food,533.678,CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7044,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,Food,529.6463,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7045,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC,Food,527.6304,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7046,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,Food,527.6304,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7047,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,Food,525.6145,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7048,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,Food,565.763,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7049,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC,Food,563.7471,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7050,[H][C@@](CO)(COP(O)(=O)OCCN)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,Food,553.6677,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
7051,[H][C@@](O)(COC(=O)CCCCCCCCCCCCC)COP(O)(=O)OCCN,Food,425.4972,CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN
7052,[H][C@@](O)(COC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)OCCN,Food,423.4813,CCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN
7053,[H][C@@](O)(COC(=O)CCCCCCCCCCCCCC)COP(O)(=O)OCCN,Food,439.5237,CCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN
7054,[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OCCN,Food,453.5503,CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN
7055,[H][C@@](O)(COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OCCN,Food,451.5344,CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN
7056,[H][C@@](O)(COC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OCCN,Food,479.5876,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN
